index_train,similarity
19698 5721 33024 19219 26817 9059 20469 33282 26684 11527 1074 22281 35360 25119 8832 ,0.18723404255319148 0.17279411764705882 0.17154811715481172 0.16996047430830039 0.16597510373443983 0.16117216117216118 0.15498154981549817 0.15488215488215487 0.15471698113207547 0.15454545454545454 0.15447154471544716 0.15306122448979592 0.15289256198347106 0.15202702702702703 0.15151515151515152 
20378 36901 6518 8592 2191 19240 26307 39942 10795 20221 6555 32666 29007 15531 7608 ,0.171875 0.16546762589928057 0.16312056737588654 0.16296296296296298 0.1610738255033557 0.1610738255033557 0.16080402010050251 0.16022099447513813 0.15942028985507245 0.15584415584415584 0.15436241610738255 0.15436241610738255 0.152 0.15151515151515152 0.1513157894736842 
36946 16909 28664 25263 714 35159 21529 19768 18715 11808 12925 32249 1823 36367 16662 ,0.12371134020618557 0.12345679012345678 0.12222222222222222 0.11956521739130435 0.11764705882352941 0.11764705882352941 0.11538461538461539 0.11267605633802817 0.11224489795918367 0.1111111111111111 0.11 0.10989010989010989 0.1095890410958904 0.10891089108910891 0.10743801652892562 
25315 13632 16666 33915 21893 30820 35766 1226 15701 6680 8482 10140 14251 18074 32053 ,0.16972477064220184 0.16818181818181818 0.13440860215053763 0.1337579617834395 0.1328125 0.12953367875647667 0.12941176470588237 0.12831858407079647 0.1282051282051282 0.12777777777777777 0.12574850299401197 0.125 0.1245674740484429 0.12418300653594772 0.12365591397849462 
27653 26832 4356 33220 29086 31105 6598 4800 9588 27401 30330 34946 16893 25206 4778 ,0.1724137931034483 0.15384615384615385 0.152317880794702 0.15172413793103448 0.15 0.14965986394557823 0.14925373134328357 0.14754098360655737 0.14728682170542637 0.14705882352941177 0.14705882352941177 0.1456953642384106 0.14556962025316456 0.1452991452991453 0.1450980392156863 
321 12231 19216 28985 8482 23946 34216 34642 34850 23684 6133 27601 16238 30159 16799 ,0.1619047619047619 0.1506849315068493 0.1469387755102041 0.14482758620689656 0.14473684210526316 0.14468085106382977 0.1437125748502994 0.14285714285714285 0.14285714285714285 0.14189189189189189 0.1402439024390244 0.13986013986013987 0.13963963963963963 0.1390728476821192 0.1360544217687075 
7838 4216 36478 11561 4522 19865 32641 9847 24301 17246 38611 36027 11823 5202 15815 ,0.13994169096209913 0.13861386138613863 0.1372093023255814 0.13648293963254593 0.13529411764705881 0.1346153846153846 0.13347022587268995 0.1326530612244898 0.13111111111111112 0.13058419243986255 0.1303030303030303 0.13004484304932734 0.12967032967032968 0.12903225806451613 0.12903225806451613 
12563 2266 20541 23490 34770 5089 30390 1802 39044 15037 22283 6837 18118 33885 36429 ,0.1790744466800805 0.17632241813602015 0.176 0.1721132897603486 0.17137096774193547 0.17057569296375266 0.16976127320954906 0.1680327868852459 0.16666666666666666 0.16585365853658537 0.16500994035785288 0.16442048517520216 0.164079822616408 0.1640625 0.16404494382022472 
33243 2356 3158 4407 4775 18172 11753 29726 5963 39577 29916 24740 24597 2835 5771 ,0.15217391304347827 0.13861386138613863 0.13636363636363635 0.13513513513513514 0.13513513513513514 0.1346153846153846 0.13333333333333333 0.1326530612244898 0.13253012048192772 0.13131313131313133 0.13 0.12903225806451613 0.12844036697247707 0.1282051282051282 0.1282051282051282 
18453 17677 29173 16798 21724 13699 11433 5947 10006 20349 2318 5529 14280 7511 34229 ,0.10833333333333334 0.1079136690647482 0.10714285714285714 0.10666666666666667 0.10619469026548672 0.10465116279069768 0.10416666666666667 0.10071942446043165 0.09923664122137404 0.0967741935483871 0.09649122807017543 0.09649122807017543 0.09565217391304348 0.09523809523809523 0.09523809523809523 
29552 14299 28724 16915 15341 35089 5316 16267 3748 39409 14671 6045 19063 28411 23655 ,0.1598360655737705 0.15352697095435686 0.14720812182741116 0.1440329218106996 0.14204545454545456 0.13930348258706468 0.13297872340425532 0.1296928327645051 0.12946428571428573 0.1282051282051282 0.12797619047619047 0.12716763005780346 0.12030075187969924 0.11848341232227488 0.11702127659574468 
5796 20721 14588 37702 24504 39800 30001 30888 24634 8771 3089 28252 18521 27986 32181 ,0.1297709923664122 0.12883435582822086 0.12781954887218044 0.1276595744680851 0.125 0.12435233160621761 0.1242603550295858 0.12422360248447205 0.12413793103448276 0.12345679012345678 0.1223021582733813 0.12179487179487179 0.12080536912751678 0.12025316455696203 0.12025316455696203 
9478 17228 9854 3584 29007 39846 7082 2807 19858 26183 19479 5585 3936 14733 22291 ,0.15300546448087432 0.14485981308411214 0.14465408805031446 0.1440677966101695 0.14383561643835616 0.14285714285714285 0.1419753086419753 0.1411764705882353 0.13529411764705881 0.13488372093023257 0.1348314606741573 0.13366336633663367 0.13333333333333333 0.13333333333333333 0.13333333333333333 
11277 6993 17087 6685 36542 10338 38915 24356 13066 7681 29835 11359 30975 8316 2779 ,0.17415730337078653 0.1696969696969697 0.15428571428571428 0.1527777777777778 0.15228426395939088 0.1497584541062802 0.14864864864864866 0.14814814814814814 0.147239263803681 0.1456953642384106 0.14556962025316456 0.14427860696517414 0.1437908496732026 0.14351851851851852 0.14285714285714285 
7699 27631 39371 15903 1145 1936 34304 16476 1043 15536 3158 19368 23007 34709 38470 ,0.12658227848101267 0.125 0.11965811965811966 0.1188118811881188 0.11702127659574468 0.11688311688311688 0.11650485436893204 0.11627906976744186 0.11570247933884298 0.11363636363636363 0.1134020618556701 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
2414 20816 18172 13165 16630 38265 22244 24742 26452 11960 6045 21324 38224 23446 28249 ,0.15151515151515152 0.1509433962264151 0.14912280701754385 0.14414414414414414 0.144 0.13829787234042554 0.13793103448275862 0.13761467889908258 0.136986301369863 0.13636363636363635 0.1349206349206349 0.13414634146341464 0.13402061855670103 0.13392857142857142 0.13333333333333333 
22996 33465 32886 10212 2333 12440 14947 38334 3138 10216 31516 16238 21947 34006 38875 ,0.15 0.12337662337662338 0.12162162162162163 0.12025316455696203 0.11607142857142858 0.11515151515151516 0.11278195488721804 0.11235955056179775 0.1111111111111111 0.10824742268041238 0.10810810810810811 0.107981220657277 0.1076923076923077 0.10695187165775401 0.10695187165775401 
37870 28795 11977 6722 15630 27820 25206 13024 36435 19632 34536 2585 5021 4391 9349 ,0.1532258064516129 0.14728682170542637 0.14678899082568808 0.14563106796116504 0.14545454545454545 0.14545454545454545 0.14285714285714285 0.1415929203539823 0.14 0.1388888888888889 0.1388888888888889 0.13761467889908258 0.13761467889908258 0.13513513513513514 0.1346153846153846 
16494 19323 24802 3176 24763 36538 3146 8448 20834 37870 36868 16143 16182 37354 2496 ,0.14074074074074075 0.13286713286713286 0.12643678160919541 0.12295081967213115 0.11940298507462686 0.11585365853658537 0.11428571428571428 0.11290322580645161 0.11244979919678715 0.1095890410958904 0.10948905109489052 0.10778443113772455 0.1076923076923077 0.10483870967741936 0.10476190476190476 
8311 19445 23062 36220 24564 5016 17690 39311 18687 15476 5383 31303 4207 36378 28144 ,0.1590909090909091 0.1527777777777778 0.14893617021276595 0.14084507042253522 0.13636363636363635 0.13432835820895522 0.13333333333333333 0.1320754716981132 0.12857142857142856 0.1282051282051282 0.1276595744680851 0.12658227848101267 0.125 0.125 0.12280701754385964 
37147 29790 7891 31199 8930 27209 39389 19025 12396 23338 11971 5638 20911 32570 3584 ,0.13333333333333333 0.13043478260869565 0.13005780346820808 0.12931034482758622 0.12903225806451613 0.12886597938144329 0.12871287128712872 0.12863070539419086 0.12830188679245283 0.12777777777777777 0.1271186440677966 0.12663755458515283 0.12556053811659193 0.12550607287449392 0.125 
22228 13334 9193 30284 21880 22110 36244 39272 38861 12690 8340 16565 14880 20373 5410 ,0.12258064516129032 0.11888111888111888 0.11827956989247312 0.11715481171548117 0.11627906976744186 0.11494252873563218 0.11320754716981132 0.11304347826086956 0.11162790697674418 0.1111111111111111 0.11065573770491803 0.10982658959537572 0.10843373493975904 0.10810810810810811 0.10795454545454546 
5865 12279 37471 32889 30390 865 37535 14543 4356 12403 11234 7505 1802 4283 28729 ,0.1488095238095238 0.14772727272727273 0.1452991452991453 0.14492753623188406 0.1447811447811448 0.1446280991735537 0.144 0.14388489208633093 0.14351851851851852 0.14285714285714285 0.14218009478672985 0.1414141414141414 0.1411192214111922 0.14084507042253522 0.14056224899598393 
37095 5387 33855 4018 28237 22456 28931 17613 29766 34185 25231 11312 31515 33088 7123 ,0.1951219512195122 0.14035087719298245 0.13043478260869565 0.12857142857142856 0.1267605633802817 0.12658227848101267 0.125 0.12222222222222222 0.11940298507462686 0.11904761904761904 0.11864406779661017 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11627906976744186 
33687 3202 16489 34473 4356 19250 22499 11302 36914 35643 39951 4366 3197 16767 27813 ,0.13114754098360656 0.12837837837837837 0.12264150943396226 0.12101910828025478 0.12030075187969924 0.11801242236024845 0.11764705882352941 0.11564625850340136 0.11428571428571428 0.11320754716981132 0.11224489795918367 0.11206896551724138 0.1118421052631579 0.11180124223602485 0.1111111111111111 
33368 24060 30581 28955 35257 29984 33898 29565 197 31481 19524 23759 29968 21589 31272 ,0.11363636363636363 0.11235955056179775 0.1111111111111111 0.11009174311926606 0.10714285714285714 0.10638297872340426 0.1044776119402985 0.10112359550561797 0.0967741935483871 0.0967741935483871 0.09574468085106383 0.09375 0.09375 0.09090909090909091 0.08955223880597014 
30926 25168 31336 17076 5941 24686 17310 37709 584 37033 2174 5756 3954 32773 12260 ,0.1079136690647482 0.10576923076923077 0.10576923076923077 0.10204081632653061 0.09876543209876543 0.09523809523809523 0.09375 0.09345794392523364 0.09183673469387756 0.09090909090909091 0.09009009009009009 0.0898876404494382 0.08870967741935484 0.08823529411764706 0.08791208791208792 
32444 32766 1406 16353 18298 16889 35357 12551 33428 10973 27692 29258 4163 14249 36932 ,0.13793103448275862 0.13186813186813187 0.12987012987012986 0.12727272727272726 0.12727272727272726 0.125 0.12307692307692308 0.1206896551724138 0.1206896551724138 0.12 0.11864406779661017 0.11827956989247312 0.11764705882352941 0.11764705882352941 0.11764705882352941 
38598 30397 13818 6583 9696 17597 10081 13489 27809 13412 28970 34239 38921 21375 2016 ,0.15254237288135594 0.14285714285714285 0.13513513513513514 0.13253012048192772 0.12857142857142856 0.12727272727272726 0.125 0.12359550561797752 0.1206896551724138 0.12 0.12 0.12 0.11818181818181818 0.11688311688311688 0.11538461538461539 
8636 26331 34048 5841 19206 1495 24513 678 28894 5591 18848 12680 25043 23632 8700 ,0.1780821917808219 0.16842105263157894 0.15584415584415584 0.15463917525773196 0.15384615384615385 0.15294117647058825 0.15217391304347827 0.15151515151515152 0.1511627906976744 0.15 0.15 0.14953271028037382 0.14942528735632185 0.14925373134328357 0.14893617021276595 
3251 3461 3457 26622 27910 31727 25087 36264 7826 38187 4162 33106 38492 4391 10221 ,0.1282051282051282 0.12698412698412698 0.12056737588652482 0.12030075187969924 0.12030075187969924 0.11888111888111888 0.11864406779661017 0.11811023622047244 0.11801242236024845 0.11678832116788321 0.11515151515151516 0.11510791366906475 0.11475409836065574 0.11450381679389313 0.11428571428571428 
2168 37801 12928 4207 36073 24045 27229 33088 30293 9335 28315 30410 18914 7589 18665 ,0.13333333333333333 0.12643678160919541 0.125 0.11392405063291139 0.1111111111111111 0.11 0.1095890410958904 0.10810810810810811 0.10576923076923077 0.10476190476190476 0.10476190476190476 0.10476190476190476 0.10344827586206896 0.102803738317757 0.102803738317757 
4957 16504 8834 13262 16482 27505 18212 37042 6529 11704 12483 16634 27413 32345 15531 ,0.16 0.15702479338842976 0.1452991452991453 0.14465408805031446 0.13970588235294118 0.1349206349206349 0.13333333333333333 0.13333333333333333 0.13286713286713286 0.13194444444444445 0.13178294573643412 0.13178294573643412 0.13138686131386862 0.13076923076923078 0.13008130081300814 
23028 23110 39163 20317 12339 22366 39847 19912 3983 35730 7143 881 12641 16474 23546 ,0.16022099447513813 0.1388888888888889 0.1323529411764706 0.13218390804597702 0.12921348314606743 0.12727272727272726 0.12698412698412698 0.12650602409638553 0.12352941176470589 0.12352941176470589 0.12195121951219512 0.12078651685393259 0.1206896551724138 0.11940298507462686 0.11864406779661017 
4782 37470 27405 20536 16031 20625 36885 30390 23349 10101 30202 9205 23079 436 21199 ,0.16417910447761194 0.15185185185185185 0.15086206896551724 0.15085158150851583 0.15030674846625766 0.14893617021276595 0.14893617021276595 0.14860681114551083 0.14825581395348839 0.1466346153846154 0.145985401459854 0.14375 0.1437308868501529 0.1437246963562753 0.14366197183098592 
2919 24515 31876 35605 37018 39272 31932 11048 25894 12793 2600 25679 19040 23607 38781 ,0.17467248908296942 0.17391304347826086 0.16546762589928057 0.1607843137254902 0.16019417475728157 0.15625 0.1554054054054054 0.15444015444015444 0.15348837209302327 0.15335463258785942 0.15315315315315314 0.15272727272727274 0.1524163568773234 0.15207373271889402 0.15178571428571427 
6183 27405 35072 25263 1828 8485 16796 15245 7169 16191 28543 8271 39876 2305 24642 ,0.12643678160919541 0.12389380530973451 0.12244897959183673 0.11827956989247312 0.11764705882352941 0.11214953271028037 0.11214953271028037 0.112 0.109375 0.10891089108910891 0.10869565217391304 0.10784313725490197 0.10784313725490197 0.10576923076923077 0.10576923076923077 
36422 6126 18179 1058 25952 19684 3458 36589 6715 8981 1864 22203 21591 10865 12171 ,0.13284132841328414 0.1210762331838565 0.11801242236024845 0.11170212765957446 0.10650887573964497 0.1044776119402985 0.10227272727272728 0.1005586592178771 0.10052910052910052 0.1 0.09933774834437085 0.0992063492063492 0.09550561797752809 0.0945945945945946 0.0945273631840796 
11173 25691 20408 18972 14862 33389 9851 28167 17561 26118 37581 24172 39927 37011 27372 ,0.13127413127413126 0.13023255813953488 0.1228813559322034 0.11888111888111888 0.11510791366906475 0.11162790697674418 0.1111111111111111 0.1103448275862069 0.10980392156862745 0.10945273631840796 0.10943396226415095 0.10894941634241245 0.1085972850678733 0.10817941952506596 0.10810810810810811 
1283 10181 36194 11512 34942 25404 36964 30582 19142 29007 17075 22653 2353 23459 37771 ,0.1015625 0.10112359550561797 0.1 0.09859154929577464 0.09803921568627451 0.0975609756097561 0.0970873786407767 0.09523809523809523 0.09473684210526316 0.09411764705882353 0.09259259259259259 0.09195402298850575 0.09090909090909091 0.09090909090909091 0.09090909090909091 
27008 4023 13803 38980 13299 5751 30457 33305 17794 16232 34317 1255 20771 6987 11848 ,0.16279069767441862 0.1590909090909091 0.1509433962264151 0.14516129032258066 0.14285714285714285 0.14084507042253522 0.14035087719298245 0.13953488372093023 0.13636363636363635 0.13333333333333333 0.12987012987012986 0.12962962962962962 0.12631578947368421 0.125 0.125 
30366 8630 330 38219 33126 21224 36395 22459 13624 28767 9320 1019 30410 15717 18905 ,0.13043478260869565 0.12790697674418605 0.12601626016260162 0.11971830985915492 0.11797752808988764 0.1171875 0.11678832116788321 0.11659192825112108 0.11643835616438356 0.11627906976744186 0.11564625850340136 0.11475409836065574 0.11475409836065574 0.11428571428571428 0.11428571428571428 
1992 20121 2646 21642 20390 25246 1456 27692 36251 6667 12435 9273 24335 15824 2694 ,0.16363636363636364 0.15789473684210525 0.15476190476190477 0.1523809523809524 0.1518987341772152 0.1511627906976744 0.1509433962264151 0.15 0.14893617021276595 0.14814814814814814 0.14814814814814814 0.14634146341463414 0.14634146341463414 0.14457831325301204 0.14285714285714285 
25883 30113 27476 1826 519 21545 32101 32816 14741 23378 2893 18890 39751 34561 8110 ,0.12380952380952381 0.1188118811881188 0.11494252873563218 0.11363636363636363 0.11320754716981132 0.11304347826086956 0.11304347826086956 0.1125 0.11214953271028037 0.1111111111111111 0.11009174311926606 0.11009174311926606 0.11 0.10810810810810811 0.10784313725490197 
